TEST,Sentences,Sentiment
,"Au bout du petit matin, une autre petite maison qui sent très mauvais dans une rue très étroite, une maison minuscule qui abrite en ses entrailles de bois pourri de dizaines de rats et la turbulence de mes six frères et soeurs, une petite maison cruelle dont la intransigeance affole nos fin de mois et mon père fantasque grignoté d'une seule misère, je n'ai jamais su laquelle, qu'une imprévisible sorcellerie assoupit en mélancolique tendresse ou exalte en haut flammes de colère ; et ma mère dont les jambes pour notre faim inlassable pédalent, pédalent de jour, de nuit, je suis même réveillé la nuit par ces jambes inlassables qui pédalent la nuit et la morsure âpre dans la chair molle de la nuit d'une Singer et que ma mère pédale, pédale pour notre faim et de jour et de nuit. ",5
,"Ce qui est à moi, ces quelques milliers de mortiférés qui tournent en rond dans la calebasse d'une île et ce qui est à moi aussi, l'archipel arqué comme le désir inquiet de se nier, on dirait une anxiété maternelle pour protéger la ténuité plus délicate qui sépare l'une de l'autre Amérique ; et ses flancs qui sécrètent pour l'Europe la bonne liqueur d'un Gulf Stream, et l'un des deux versants d'incandescence entre quoi l'Equateur funambule vers l'Afrique. Et mon île non-clôture, sa claire audace debout à l'arrière de cette polynésie, devant elle, la Guadeloupe fendue en deux de sa raie dorsale et de même misère que nous, Haïti où la négritude se mit debout pour la première fois et dit qu'elle croyait à son humanité et la comique petite queue de la Floride où d'un nègre s'achève la strangulation, et l'Afrique gigantesquement chenillant jusqu'au pied hispanique de l'Europe, sa nudité où la Mort fauche à larges andains. ",5
,"Et voici ceux qui ne se consolent point de n'être pas faits à la ressemblance de Dieu mais de diable, ceux qui considèrent que l'on est nègre comme commis de seconde classe : en attendant mieux et avec possibilité de monter plus haut ; ceux qui battent la chamade devant soi-même, ceux qui vivent dans un cul de basse fosse de soi-même ; ceux qui se drapent de pseudomorphose fière ; ceux qui disent à l'Europe : « Voyez, je sais comme vous faire des courbettes, comme vous présenter mes hommages, en somme, je ne suis pas différent de vous ; ne faites pas attention à ma peau noire : c'est le soleil qui m'a brûlé ». ",5
,"Quelques coups de battoir partaient encore, espacés, au milieu des rires adoucis, des conversations qui s’empâtaient dans un bruit glouton de mâchoires ; tandis que la machine à vapeur, allant son train, sans repos ni trêve, semblait hausser la voix, vibrante, ronflante, emplissant l’immense salle. Mais pas une des femmes ne l’entendait ; c’était comme la respiration même du lavoir, une haleine ardente amassant sous les poutres du plafond l’éternelle buée qui flottait. La chaleur devenait intolérable ; des rais de soleil entraient à gauche, par les hautes fenêtres, allumant les vapeurs fumantes de nappes opalisées, d’un gris rose et d’un gris bleu très tendre ; et, comme des plaintes s’élevaient, le garçon Charles allait d’une fenêtre à l’autre, tirait des stores de grosse toile ; ensuite, il passa de l’autre côté, du côté de l’ombre, et ouvrit des vasistas.",5
,"Autour d’elles, sous elles, coulait un grand ruissellement, les seaux d’eau chaude promenés et vidés d’un trait, les robinets d’eau froide ouverts, pissant de haut, les éclaboussements des battoirs, les égouttures des linges rincés, les mares où elles pataugeaient s’en allant par petits ruisseaux sur les dalles en pente ; et, au milieu des cris, des coups cadencés, du bruit murmurant de pluie, de cette clameur d’orage s’étouffant sous le plafond mouillé, la machine à vapeur, à droite, toute blanche d’une rosée fine, haletait et ronflait sans relâche, avec la trépidation dansante de son volant qui semblait régler l’énormité du tapage.",5
,"Elle pendit son linge au dossier d’une chaise, elle demeura debout, tournant, examinant les meubles, frappée d’une telle stupeur, que ses larmes ne coulaient plus ; il lui restait un sou sur les quatre sous gardés pour le lavoir. Puis, entendant rire à la fenêtre Étienne et Claude, déjà consolés, elle s’approcha, prit leurs têtes sous ses bras, s’oublia un instant devant cette chaussée grise, où elle avait vu, le matin, s’éveiller le peuple ouvrier, le travail géant de Paris ; à cette heure, le pavé échauffé par les besognes du jour allumait une réverbération ardente au-dessus de la ville, derrière le mur de l’octroi ; c’était sur ce pavé, dans cet air de fournaise, qu’on la jetait toute seule avec les petits et elle enfila d’un regard les boulevards extérieurs, à droite, à gauche, s’arrêtant aux deux bouts, prise d’une épouvante sourde, comme si sa vie, désormais, allait tenir là, entre un abattoir et un hôpital.",5
,"Il passa contre nous, ne s’interrompit pas de parler à sa voisine, et nous fit du coin de son œil bleu un petit signe en quelque sorte intérieur aux paupières et qui, n’intéressant pas les muscles de son visage, put passer parfaitement inaperçu de son interlocutrice ; mais, cherchant à compenser par l’intensité du sentiment le champ un peu étroit où il en circonscrivait l’expression, dans ce coin d’azur qui nous était affecté il fit pétiller tout l’entrain de la bonne grâce qui dépassa l’enjouement, frisa la malice ; il subtilisa les finesses de l’amabilité jusqu’aux clignements de la connivence, aux demi-mots, aux sousentendus, aux mystères de la complicité ; et finalement exalta les assurances d’amitié jusqu’aux protestations de tendresse, jusqu’à la déclaration d’amour, illuminant alors pour nous seuls, d’une langueur secrète et invisible à la châtelaine, une prunelle énamourée dans un visage de glace.",5
,"Elle était comme toute attitude ou action où se révèle le caractère profond et caché de quelqu’un : elle ne se relie pas à ses paroles antérieures, nous ne pouvons pas la faire confirmer par le témoignage du coupable qui n’avouera pas ; nous en sommes réduits à celui de nos sens dont nous nous demandons, devant ce souvenir isolé et incohérent, s’ils n’ont pas été le jouet d’une illusion ; de sorte que de telles attitudes, les seules qui aient de l’importance, nous laissent souvent quelques doutes.",5
,"Et sa bouche marquée d’un pli amer se ressaissant plus vite sourit, tandis que le regard restait douloureux, comme celui d’un beau martyr dont le corps est hérissé de flèches : « Non, je ne les connais pas », dit-il, mais au lieu de donner à un renseignement aussi simple, à une réponse aussi peu surprenante le ton naturel et courant qui convenait, il le débita en appuyant sur les mots, en s’inclinant, en saluant de la tête, à la fois avec l’insistance qu’on apporte, pour être cru, à une affirmation invraisemblable – comme si ce fait qu’il ne connût pas les Guermantes ne pouvait être l’effet que d’un hasard singulier – et aussi avec l’emphase de quelqu’un qui, ne pouvant pastaire une situation qui lui est pénible, préfère la proclamer pour donner aux autres l’idée que l’aveu qu’il fait ne lui cause aucun embarras, est facile, agréable, spontané, que la situation ellemême – l’absence de relations avec les Guermantes – pourrait bien avoir été non pas subie, mais voulue par lui, résulter de quelque tradition de famille, principe de morale ou vœu mystique lui interdisant nommément la fréquentation des Guermantes. ",5
,"Legrandin pris au dépourvu par cette question à un moment où ses yeux étaient fixés sur mon père, ne put les détourner, mais les attachant de seconde en seconde avec plus d’intensité – et tout en souriant tristement – sur les yeux de son interlocuteur, avec un air d’amitié et de franchise et de ne pas craindre de le regarder en face, il sembla lui avoir traversé la figure comme si elle fût devenue transparente, et voir en ce moment bien au delà derrière elle un nuage vivement coloré qui lui créait un alibi mental et qui lui permettrait d’établir qu’au moment où on lui avait demandé s’il connaissait quelqu’un à Balbec, il pensait à autre chose et n’avait pas entendu la question ; habituellement de tels regards font dire à l’interlocuteur : « À quoi pensez-vous donc ? ».",5
,"Mon père lui en reparla dans nos rencontres ultérieures, le tortura de questions, ce fut peine inutile : comme cet escroc érudit qui employait à fabriquer de faux palimpsestes un labeur et une science dont la centième partie eût suffi à lui assurer une situation plus lucrative, mais honorable, M. Legrandin, si nous avions insisté encore, aurait fini par édifier toute une éthique de paysage et une géographie céleste de la basse Normandie, plutôt que de nous avouer qu’à deux kilomètres de Balbec habitait sa propre sœur, et d’être obligé à nous offrir une lettre d’introduction qui n’eût pas été pour lui un tel sujet d’effroi s’il avait été absolument certain – comme il aurait dû l’être en effet avec l’expérience qu’il avait du caractère de ma grand’mère – que nous n’en aurions pas profité.",5
,"Comme mon père parlait toujours du côté de Méséglise comme de la plus belle vue de la plaine qu’il connût et du côté de Guermantes comme du type de paysage de rivière, je leur donnais, en les concevant ainsi comme deux entités, cette cohésion, cette unité qui n’appartiennent qu’aux créations de notre esprit ; la moindre parcelle de chacun d’eux me semblait précieuse et manifester leur excellence particulière, tandis qu’à côté d’eux, avant qu’on fût arrivé sur le sol sacré de l’un ou de l’autre, les chemins purement matériels au milieu desquels ils étaient posés comme l’idéal de la vue de plaine et l’idéal du paysage de rivière, ne valaient pas plus la peine d’être regardés que par le spectateur épris d’art dramatique les petites rues qui avoisinent un théâtre.",5
,"Le départ de Mlle Swann qui – en m’ôtant la chance terrible de la voir apparaître dans une allée, d’être connu et méprisé par la petite fille privilégiée qui avait Bergotte pour ami et allait avec lui visiter des cathédrales – me rendait la contemplation de Tansonville indifférente la première fois où elle m’était permise, semblait au contraire ajouter à cette propriété, aux yeux de mon grand-père et de mon père, des commodités, un agrément passager, et, comme fait, pour une excursion en pays de montagnes, l’absence de tout nuage, rendre cette journée exceptionnellement propice à une promenade de ce côté ; j’aurais voulu que leurs calculs fussent déjoués, qu’un miracle fît apparaître Mlle Swann avec son père, si près de nous que nous n’aurions pas le temps de l’éviter et serions obligés de faire sa connaissance.",5
,"La lumière tombait si implacable du ciel devenu fixe que l’on aurait voulu se soustraire à son attention, et l’eau dormante ellemême, dont des insectes irritaient perpétuellement le sommeil, rêvant sans doute de quelque Maelstrôm imaginaire, augmentait le trouble où m’avait jeté la vue du flotteur de liège en semblant l’entraîner à toute vitesse sur les étendues silencieuses du ciel reflété ; presque vertical il paraissait prêt à plonger et déjà je me demandais, si, sans tenir compte du désir et de la crainte que j’avais de la connaître, je n’avais pas le devoir de faire prévenir Mlle Swann que le poisson mordait – quand il me fallut rejoindre en courant mon père et mon grand-père qui m’appelaient, étonnés que je ne les eusse pas suivis dans le petit chemin qui monte vers les champs et où ils s’étaient engagés.",5
,"La haie formait comme une suite de chapelles qui disparaissaient sous la jonchée de leurs fleurs amoncelées en reposoir ; au-dessous d’elles, le soleil posait à terre un quadrillage de clarté, comme s’il venait de traverser une verrière ; leur parfum s’étendait aussi onctueux, aussi délimité en sa forme que si j’eusse été devant l’autel de la Vierge, et les fleurs, aussi parées, tenaient chacune d’un air distrait son étincelant bouquet d’étamines, fines et rayonnantes nervures de style flamboyant comme celles qui à l’église ajouraient la rampe du jubé ou les meneaux du vitrail et qui s’épanouissaient en blanche chair de fleur de fraisier.",5
,"Je poursuivais jusque sur le talus qui, derrière la haie, montait en pente raide vers les champs, quelques coquelicots perdus, quelques bluets restés paresseusement en arrière, qui le décoraient çà et là de leurs fleurs comme la bordure d’une tapisserie où apparaît clairsemé le motif agreste qui triomphera sur le panneau ; rares encore, espacés comme les maisons isolées qui annoncent déjà l’approche d’un village, ils m’annonçaient l’immense étendue où déferlent les blés, où moutonnent les nuages, et la vue d’un seul coquelicot hissant au bout de son cordage et faisant cingler au vent sa flamme rouge, audessus de sa bouée graisseuse et noire, me faisait battre le cœur, comme au voyageur qui aperçoit sur une terre basse une première barque échouée que répare un calfat, et s’écrie, avant de l’avoir encore vue : « La Mer ! ».",5
,"Ses yeux noirs brillaient et, comme je ne savais pas alors, ni ne l’ai appris depuis, réduire en ses éléments objectifs une impression forte, comme je n’avais pas, ainsi qu’on dit, assez « d’esprit d’observation » pour dégager la notion de leur couleur, pendant longtemps, chaque fois que je repensai à elle, le souvenir de leur éclat se présentait aussitôt à moi comme celui d’un vif azur, puisqu’elle était blonde : de sorte que, peut-être si elle n’avait pas eu des yeux aussi noirs – ce qui frappait tant la première fois qu’on la voyait – je n’aurais pas été, comme je le fus, plus particulièrement amoureux, en elle, de ses yeux bleus.",5
,"Elle jeta en avant et de côté ses pupilles pour prendre connaissance de mon grand’père et de mon père, et sans doute l’idée qu’elle en rapporta fut celle que nous étions ridicules, car elle se détourna, et d’un air indifférent et dédaigneux, se plaça de côté pour épargner à son visage d’être dans leur champ visuel ; et tandis que continuant à marcher et ne l’ayant pas aperçue, ils m’avaient dépassé, elle laissa ses regards filer de toute leur longueur dans ma direction, sans expression particulière, sans avoir l’air de me voir, mais avec une fixité et un sourire dissimulé, que je ne pouvais interpréter d’après les notions que l’on m’avait données sur la bonne éducation que comme une preuve d’outrageant mépris ; et sa main esquissait en même temps un geste indécent, auquel quand il était adressé en public à une personne qu’on ne connaissait pas, le petit dictionnaire de civilité que je portais en moi ne donnait qu’un seul sens, celui d’une intention insolente.",5
,"Ainsi passa près de moi ce nom de Gilberte, donné comme un talisman qui me permettait peut-être de retrouver un jour celle dont il venait de faire une personne et qui, l’instant d’avant, n’était qu’une image incertaine ; ainsi passa-t-il, proféré au-dessus des jasmins et des giroflées, aigre et frais comme les gouttes de l’arrosoir vert ; imprégnant, irisant la zone d’air pur qu’il avait traversée – et qu’il isolait – du mystère de la vie de celle qu’il désignait pour les êtres heureux qui vivaient, qui voyageaient avec elle ; déployant sous l’épinier rose, à hauteur de mon épaule, la quintessence de leur familiarité, pour moi si douloureuse, avec elle, avec l’inconnu de sa vie où je n’entrerais pas.",5
,"Ce nom, devenu pour moi presque mythologique, de Swann, quand je causais avec mes parents, je languissais du besoin de le leur entendre dire, je n’osais pas le prononcer moi-même, mais je les entraînais sur des sujets qui avoisinaient Gilberte et sa famille, qui la concernaient, où je ne me sentais pas exilé trop loin d’elle ; et je contraignais tout d’un coup mon père, en feignant de croire par exemple que la charge de mon grand-père avait été déjà avant lui dans notre famille, ou que la haie d’épines roses que voulait voir ma tante Léonie se trouvait en terrain communal, à rectifier mon assertion, à me dire, comme malgré moi, comme de lui-même : « Mais non, cette charge-là était au père de Swann, cette haie fait partie du parc de Swann ».",5
,"Il n’est peut-être pas une personne, si grande que soit sa vertu, que la complexité des circonstances ne puisse amener à vivre un jour dans la familiarité du vice qu’elle condamne le plus formellement – sans qu’elle le reconnaisse d’ailleurs tout à fait sous le déguisement de faits particuliers qu’il revêt pour entrer en contact avec elle et la faire souffrir : paroles bizarres, attitude inexplicable, un certain soir, de tel être qu’elle a par ailleurs tant de raisons pour aimer ; mais pour un homme comme M. Vinteuil il devait entrer bien plus de souffrance que pour un autre dans la résignation à une de ces situations qu’on croit à tort être l’apanage exclusif du monde de la bohème : elles se produisent chaque fois qu’a besoin de se réserver la place et la sécurité qui lui sont nécessaires un vice que la nature elle-même fait épanouir chez un enfant, parfois rien qu’en mêlant les vertus de son père et de sa mère, comme la couleur de ses yeux.",5
,"Dans cette zone, les densités annuelles de campagnol terrestre connues à l’échelle des communes ont été attribuées aux taches de prairie en utilisant une pondération par les surfaces relatives pour les taches chevauchant plusieurs municipalités ; au terme de cette opération, chaque tache de prairie a été caractérisée par une densité annuelle de campagnol terrestre.",4
,"Actuellement, les moyens alloués pour le suivi des populations sont en diminution, et l’observation systématique de toutes les communes (ou de toutes les zones) est remise en question ; dans ce contexte, il semble intéressant de procéder au suivi des populations à partir d’un découpage spatial spécifiquement dédié, plutôt que d’utiliser le maillage communal comme grille d’observation.",4
,"La validation de la segmentation et l’identification du nombre optimal de compartiments ont été fondées sur des analyses statistiques utilisant les densités de campagnols terrestres estimées dans chaque tache annuellement de 1989 à 2004 ; dans le cas d’une partition bien adaptée pour distinguer des zones de même dynamique démographique, ces données sont supposées présenter une variabilité plus faible à l’intérieur des compartiments qu’entre les compartiments. ",4
,"En attribuant une valeur de flux potentiel aux liens du graphe, la segmentation fondée sur le critère de modularité aboutit à un découpage considéré comme optimal du point de vue de la dynamique démographique interne à chaque compartiment.",4
,"Le principe général adopté pour identifier les zones de vulnérabilité repose sur la « méthode de la suppression » : partant d’une certaine métrique de connectivité calculée pour l’ensemble du graphe, elle consiste à simuler successivement la suppression de tous les éléments du graphe (taches ou liens) et à calculer pour chacun le taux de variation entre la valeur initiale de la métrique et la valeur tenant compte de la suppression.",4
,"Selon l’objectif fixé dans le projet, il est a priori logique de se focaliser sur les taches d’habitat de l’espèce cible, donc de chercher quelles sont les taches de prairie les plus intéressantes à « supprimer » du réseau ; ces taches ont des tailles très variables selon les zones des plateaux jurassiens, la plus grande tache atteignant 36 km2.",4
,"Pour que les actions de terrain contre la diffusion des campagnols terrestres aient une certaine efficacité, il est important qu’elles soient déployées dans des lieux où les possibilités de passage entre deux taches sont en nombre limité ; inversement, si on met en place une action dans un contexte paysager où de nombreuses alternatives de passage existent, il y a plus de chance que le dispositif soit « contourné ».",4
,"La carte d’occupation du sol et la photographie aérienne indiquent que ce couloir correspond à une coupure au sein d’un massif boisé ; à priori, par sa configuration, cette zone correspond bien à un lieu d’intervention possible, puisque le caractère étroit du passage est adapté à une tentative de « barrière » contre les campagnols terrestres.",4
,"Compte tenu de cette configuration, cette zone est peu adaptée à des mesures de terrain pour limiter la diffusion des campagnols terrestres ; les axes routiers ne représentant pas une barrière très forte pour cette espèce, on peut aussi penser qu’un tel résultat est un artéfact dû à la coupure artificielle d’une seule tache de prairie.",4
,"Un graphe paysager représentant le réseau de prairie au niveau régional (zone englobant essentiellement les plateaux jurassiens du département du Doubs) avait déjà été réalisé dans une étude précédente, à partir d’une carte d’occupation du sol moins précise et dérivée d’une  classification d’image satellitaire ; cette première étude avait permis de tester différents paramétrages du graphe, pour représenter avec le plus de validité l’« infrastructure prairiale » telle qu’elle est perçue par les campagnols terrestres.",4
,"La femme apparaît comme le négatif si bien que toute détermination lui est imputée comme limitation, sans réciprocité. Je me suis agacée parfois au cours de discussions abstraites d’entendre des hommes me dire : « Vous pensez telle chose parce que vous êtes une femme » ; mais je savais que ma seule défense, c’était de répondre : « Je la pense parce qu’elle est vraie », éliminant par là ma subjectivité ; il n’était pas question de répliquer : « Et vous pensez le contraire parce que vous êtes un homme » ; car il est entendu que le fait d’être un homme n’est pas une singularité ; un homme est dans son droit en étant homme,c’est la femme qui est dans son tort.",5
,"Au XIXe siècle la querelle du féminisme devient à nouveau une querelle de partisans ; une des conséquences de la révolution industrielle, c’est la participation de la femme au travail producteur : à ce moment les revendications féministes sortent du domaine théorique, elles trouvent des bases économiques ; leurs adversaires deviennent d’autant plus agressifs ; quoique la propriété foncière soit en partie détrônée, la bourgeoisie s’accroche à la vieille morale qui voit dans la solidité de la famille le garant de la propriété privée : elle réclame la femme au foyer d’autant plus âprement que son émancipation devient une véritable menace ; à l’intérieur même de la classe ouvrière, les hommes ont essayé de freiner cette libération parce que les femmes leur apparaissaient comme de dangereuses concurrentes et d’autant plus qu’elles étaient habituées à travailler à de bas salaires.",5
,"Ce ne sont évidemment pas les idées de M. C. Mauriac en personne que son interlocutrice reflète, étant donné qu’on ne lui en connaît aucune ; qu’elle reflète des idées qui viennent des hommes, c’est possible : parmi les mâles mêmes il en est plus d’un qui tient pour siennes des opinions qu’il n’a pas inventées ; on peut se demander si M. Claude Mauriac n’aurait pas intérêt à s’entretenir avec un bon reflet de Descartes, de Marx, de Gide plutôt qu’avec lui-même ; ce qui est remarquable, c’est que par l’équivoque du nous il s’identifie avec saint Paul, Hegel, Lénine, Nietzsche, et du haut de leur grandeur il considère avec dédain le troupeau des femmes qui osent lui parler sur un pied d’égalité ; à vrai dire j’en sais plus d’une qui n’aurait pas la patience d’accorder à M. Mauriac un « ton d’indifférence polie ».",5
,"Ces théories ne sont pas universellement reçues et les discussions se poursuivent jusqu’au XIXe ; c’est l’invention du microscope qui permet d’étudier l’œuf animal ; en 1827, Baer identifie l’œuf des mammifères : c’est un élément contenu à l’intérieur de la vésicule de Graaf ; bientôt on put en étudier la segmentation ; en 1835 furent découverts le sarcome, c’est-à-dire le protoplasme, puis la cellule ; et en 1877 fut réalisée une observation qui montrait la pénétration du spermatozoïde dans l’œuf de l’étoile de mer ; à partir de là fut établie la symétrie des noyaux des deux gamètes ; le détail de leur fusion a été analysé pour la première fois en 1883 par un zoologiste belge.",5
,"Ceci dit, il reste qu’entre l’ovule et le spermatozoïde on observe des différences secondaires des plus intéressantes ; la singularité essentielle de l’ovule c’est qu’il est chargé de matériaux destinés à nourrir et à protéger l’embryon ; il accumule des réserves aux dépens desquelles le fœtus édifiera ses tissus, réserves qui sont non une substance vivante mais une matière inerte ; il en résulte qu’il présente une forme massive, sphérique ou ellipsoïdale, et qu’il est relativement volumineux ; on sait quelles dimensions atteint l’œuf de l’oiseau ; chez la femme l’ovule mesure 0,13 mm de diamètre ; tandis que dans le sperme humain on trouve 60 000 spermatozoïdes par millimètre cube : la masse du spermatozoïde est extrêmement réduite, il a une queue filiforme, une petite tête allongée, aucune substance étrangère ne l’alourdit, il est tout entier vie ; cette structure le voue à la mobilité ; au lieu que l’ovule, où se trouve engrangé l’avenir du fœtus, est un élément fixe : enfermé dans l’organisme femelle ou suspendu dans un milieu extérieur, il attend passivement la fécondation ; c’est le gamète mâle qui va à sa recherche ; le spermatozoïde est toujours une cellule nue, l’ovule est selon les espèces protégé ou non par une membrane ; mais en tout cas dès que le spermatozoïde entre en contact avec lui, il le bouscule, le fait osciller, et s’infiltre en lui : le gamète mâle abandonne sa queue, sa tête se gonfle et d’un mouvement tournant gagne le noyau ; pendant ce temps, l’œuf forme aussitôt une membrane qui le ferme aux autres spermatozoïdes.",5
,"L’homme fait regarder son sexe comme un symbole de transcendance et de puissance il en tire vanitécomme d’un muscle strié et en même temps comme d’une grâce magique : c’est une liberté riche de toute la contingence du donné, un donné librement voulu ; c’est sous cet aspect contradictoire qu’il s’en enchante ; mais il en soupçonne le leurre ; cet organe par lequel il prétend s’affirmer ne lui obéit pas ; lourd de désirs inassouvis, s’érigeant inopinément, parfois se soulageant en rêve, il manifeste une vitalité suspecte et capricieuse.",5
,"Ainsi ce que d’abord l’homme chérit et déteste dans la femme, tant amante que mère, c’est l’image figée de sa destinée animale, c’est la vie nécessaire à son existence, mais qui la condamne à la finitude et à la mort ; du jour où il naît, l’homme commence à mourir : c’est la vérité qu’incarne la Mère. En procréant, il affirme l’espèce contre lui-même : c’est ce qu’il apprend dans les bras de l’épouse ; dans le trouble et le plaisir, avant même d’avoir engendré, il oublie son moi singulier. Encore qu’il tente de les distinguer, il retrouve en l’une et l’autre une seule évidence : celle de sa condition charnelle. À la fois il souhaite l’accomplir : il vénère sa mère, il désire sa maîtresse ; à la fois il se rebelle contre elles dans le dégoût, dans la crainte.",5
,"Dans son ouvrage, Mitra-Varuna, Dumézil signale qu’aux Indes comme à Rome, il y a deux manières pour le pouvoir viril de s’affirmer : en Varouna et Romulus, dans les Gandharvas et les Luperques, il est agression, rapt, désordre, hybris ; alors la femme apparaît comme un être qu’il faut ravir, violenter ; les Sabines ravies se montrent stériles, on les fouette avec des lanières en peau de bouc, compensant par la violence un excès de violence. Mais Mitra, Numa, les Brahmanes et les Flamines assurent au contraire l’ordre et l’équilibre raisonnable de la cité : alors la femme est liée au mari par un mariage aux rites compliqués et, collaborant avec lui, elle lui assurela domination de toutes les forces femelles de la nature ; à Rome, si la flamina meurt, le flamen dialis se démet de ses fonctions. ",5
,"Mais la femme ne flatte pas seulement la vanité sociale de l’homme ; elle lui permet aussi un orgueil plus intime ; il s’enchante de la domination qu’il exerce sur elle ; aux images naturalistes du soc entaillant le sillon se superposent quand la femme est une personne des symboles plus spirituels ; ce n’est pas seulement érotiquement, c’est moralement, intellectuellement que le mari « forme » son épouse ; il l’éduque, la marque, lui impose son empreinte ; une des rêveries auxquelles l’homme se complaît, c’est celle de l’imprégnation des choses par sa volonté, du modelage de leur forme, de la pénétration de leur substance : la femme est par excellence la « pâte molle » qui se laisse passivement malaxer et façonner ; tout en cédant elle résiste, ce qui permet à l’action masculine de se perpétuer.",5
,"Dans le monde humain la femme transpose les fonctions de la femelle animale : elle entretient la vie, elle règne sur les régions de l’immanence ; la chaleur et l’intimité de la matrice, elle les transporte dans le foyer ; c’est elle qui garde et anime la demeure où s’est déposé le passé, où se préfigure l’avenir ; elle engendre la génération future et elle nourrit les enfants déjà nés ; grâce à elle l’existence que l’homme dépense à travers le monde dans le travail et l’action se rassemble en se replongeant dans son immanence : quand le soir il rentre dans sa maison, le voilà ancré sur la terre ; par la femme la continuité des jours est assurée ; quels que soient les hasards qu’il affronte dans le monde extérieur, elle garantit la répétition des repas, du sommeil ; elle répare tout ce que l’activité détruit ou use : elle prépare les aliments du travailleur fatigué, elle le soigne s’il est malade, elle raccommode, lave.",5
,"Mais surtout, comme, dans toutes celles de ses actions et de ses pensées qui se rapportaient à Odette, Swann était constamment dominé et dirigé par le sentiment inavoué qu'il lui était, peut?être pas moins cher, mais moins agréable à voir que quiconque, que le plus ennuyeux fidèle des Verdurin, ? quand il se reportait à un monde pour qui il était l'homme exquis par excellence, qu'on faisait tout pour attirer, qu'on se désolait de ne pas voir, il recommençait à croire à l'existence d'une vie plus heureuse, presque à en éprouver l'appétit, comme il arrive à un malade alité depuis des mois, à la diète, et qui aperçoit dans un journal le menu d'un déjeuner officiel ou l'annonce d'une croisière en Sicile.",5
,"Dès sa descente de voiture, au premier plan de ce résumé fictif de leur vie domestique que les maîtresses de maison prétendent offrir à leurs invités les jours de cérémonie et où elles cherchent à respecter la vérité du costume et celle du décor, Swann prit plaisir à voir les héritiers des ""Tigres"" de Balzac, les grooms, suivants ordinaires de la promenade, qui, chapeautés et bottés, restaient dehors devant l'hôtel sur le sol de l'avenue, ou devant les écuries, comme des jardiniers auraient été rangés à l'entrée de leurs parterres. ",5
,"Et les mèches de ses cheveux roux crespelés par la nature, mais collés par la brillantine, étaient largement traitées comme elles sont dans la sculpture grecque qu'étudiait sans cesse le peintre de Mantoue, et qui, si dans la création elle ne figure que l'homme, sait du moins tirer de ses simples formes des richesses si variées et comme empruntées à toute la nature vivante, qu'une chevelure, par l'enroulement lisse et les becs aigus de ses boucles, ou dans la superposition du triple et fleurissant diadème de ses tresses, a l'air à la fois d'un paquet d'algues, d'une nichée de colombes, d'un bandeau de jacinthes et d'une torsade de serpents.",5
,"Il traversa alors un petit vestibule qui ? tel que certaines pièces aménagées par leur propriétaire pour servir de cadre à une seule oeuvre d'art, dont elles tirent leur nom et, d'une nudité voulue, ne contiennent rien d'autre ? exhibait à son entrée, comme quelque précieuse effigie de Benvenuto Cellini représentant un homme de guet, un jeune valet de pied, le corps légèrement fléchi en avant, dressant sur son hausse?col rouge une figure plus rouge encore d'où s'échappaient des torrents de feu, de timidité et de zèle, et qui, perçant les tapisseries d'Aubusson tendues devant le salon où on écoutait la musique, de son regard impétueux, vigilant, éperdu, avait l'air, avec une impassibilité militaire ou une foi surnaturelle ? allégorie de l'alarme, incarnation de l'attente, commémoration du branle?bas ? d'épier, ange ou vigie, d'une tour de donjon ou de cathédrale, l'apparition de l'ennemi ou l'heure du jugement. ",5
,"Swann s'était avancé, sur l'insistance de Mme De Saint?euverte, et pour entendre un air d' orphée qu'exécutait un flûtiste, s'était mis dans un coin où il avait malheureusement comme seule perspective deux dames déjà mûres assises l'une à côté de l'autre, la marquise de Cambremer et la vicomtesse de Franquetot, lesquelles, parce qu'elles étaient cousines, passaient leur temps dans les soirées, portant leurs sacs et suivies de leurs filles, à se chercher comme dans une gare et n'étaient tranquilles que quand elles avaient marqué, par leur éventail ou leur mouchoir, deux places voisines : Mme De Cambremer, comme elle avait très peu de relations, étant d'autant plus heureuse d'avoir une compagne, Mme De Franquetot, qui était au contraire très lancée, trouvant quelque chose d'élégant, d'original, à montrer à toutes ses belles connaissances qu'elle leur préférait une dame obscure avec qui elle avait en commun des souvenirs de jeunesse.",5
,"Il savait que le souvenir même du piano faussait encore le plan dans lequel il voyait les choses de la musique, que le champ ouvert au musicien n'est pas un clavier mesquin de sept notes, mais un clavier incommensurable, encore presque tout entier inconnu, où seulement çà et là, séparées par d'épaisses ténèbres inexplorées, quelques?unes des millions de touches de tendresse, de passion, de courage, de sérénité, qui le composent, chacune aussi différente des autres qu'un univers d'un autre univers, ont été découvertes par quelques grands artistes qui nous rendent le service, en éveillant en nous le correspondant du thème qu'ils ont trouvé, de nous montrer quelle richesse, quelle variété, cache à notre insu cette grande nuit impénétrée et décourageante de notre âme que nous prenons pour du vide et pour du néant.",5
